time,Vref,Vt,Vfd,Id,Iq,Vd,Vq,P,Q,Pm,omega,delta
2.37,1.06,1.022182871665537,1.5363066523378606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.38,1.06,1.022379101456052,1.5356608942704064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.39,1.06,1.022575041221068,1.5350056242823729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.4,1.06,1.022770686938022,1.5343409912574806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.41,1.06,1.0229660346601475,1.5336671395741777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.42,1.06,1.0231610805139622,1.5329842093002781,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.43,1.06,1.0233558206968634,1.5322923363790077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.44,1.06,1.0235502514748285,1.5315916528068372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.45,1.06,1.023744369180215,1.5308822868034586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.46,1.06,1.0239381702096553,1.5301643629742612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.47,1.06,1.0241316510220426,1.529438002465624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.48,1.06,1.0243248081366036,1.5287033231133547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.49,1.06,1.0245176381310552,1.5279604395845643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.5,1.06,1.0247101376398393,1.5272094635132782,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.5100000000000002,1.06,1.0249023033524347,1.5264505036300489,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.52,1.06,1.0250941320117406,1.525683665885843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.5300000000000002,1.06,1.025285620412531,1.5249090535704501,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.54,1.06,1.0254767653999735,1.5241267674256553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.5500000000000003,1.06,1.025667563868213,1.5233369057534067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.56,1.06,1.0258580127590156,1.5225395645192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.57,1.06,1.0260481090604703,1.5217348374508866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.58,1.06,1.026237849805746,1.520922816133111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.59,1.06,1.0264272320719012,1.5201035900975683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.6,1.06,1.0266162529787455,1.5192772469092648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.61,1.06,1.0268049096877478,1.518443872248961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.62,1.06,1.0269931994009922,1.5176035499919611,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.63,1.06,1.0271811193601765,1.5167563622834126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.64,1.06,1.027368666845655,1.5159023896102712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.65,1.06,1.0275558391755193,1.515041710870074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.66,1.06,1.02774263370472,1.514174403436663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.67,1.06,1.0279290478242231,1.5133005432229967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.68,1.06,1.0281150789602034,1.5124202047411723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.69,1.06,1.0283007245732703,1.5115334611597875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.7,1.06,1.0284859821577266,1.5106403843587535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.71,1.06,1.028670849240858,1.5097410449816762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.72,1.06,1.0288553233822515,1.5088355124859094,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.73,1.06,1.0290394021731422,1.5079238551903869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.74,1.06,1.029223083235787,1.5070061403213235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.75,1.06,1.029406364222864,1.5060824340558898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.7600000000000002,1.06,1.0295892428168962,1.5051528015639408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.77,1.06,1.0297717167296991,1.5042173070478881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.7800000000000002,1.06,1.0299537837018502,1.5032760137807986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.79,1.06,1.03013544150218,1.5023289841427951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.8000000000000003,1.06,1.0303166879272834,1.501376279655836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.81,1.06,1.0304975208010514,1.5004179610169448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.82,1.06,1.0306779379742206,1.499454088129956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.83,1.06,1.0308579373239406,1.4984847201358482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.84,1.06,1.031037516753359,1.4975099154417193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.85,1.06,1.0312166741912225,1.4965297317484707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.86,1.06,1.0313954075914935,1.4955442260772527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.87,1.06,1.0315737149329813,1.4945534547947275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.88,1.06,1.031751594218988,1.4935574736372037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.89,1.06,1.031929043476968,1.4925563377336886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.9,1.06,1.0321060607581996,1.4915501016279094,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.91,1.06,1.032282644137471,1.4905388192993463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.92,1.06,1.0324587917127757,1.4895225441833235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.93,1.06,1.0326345016050207,1.488501329190198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.94,1.06,1.0328097719577456,1.4874752267236866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.95,1.06,1.0329846009368513,1.486444288698369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.96,1.06,1.0331589867303388,1.4854085665564054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.97,1.06,1.0333329275480583,1.484368111283498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.98,1.06,1.0335064216214658,1.4833229734241393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.99,1.06,1.0336794672033895,1.4822732030961663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.0,1.06,1.0338520625678043,1.4812188500046626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.0100000000000002,1.06,1.034024206009613,1.4801599634552323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.02,1.06,1.034195895844437,1.4790965923666712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.0300000000000002,1.06,1.034367130408413,1.4780287852830678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.04,1.06,1.0345379080579955,1.4769565903853539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.0500000000000003,1.06,1.0347082271697683,1.4758800555023335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.06,1.06,1.0348780861402602,1.47479922812121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.0700000000000003,1.06,1.035047483385768,1.4737141553976345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.08,1.06,1.0352164173421838,1.4726248841653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.09,1.06,1.0353848864648296,1.4715314609450951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.1,1.06,1.035552889228295,1.4704339319538433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.11,1.06,1.0357204241262818,1.4693323431126408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.12,1.06,1.0358874896714523,1.468226740054817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.13,1.06,1.036054084395282,1.4671171681335262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.14,1.06,1.036220206847917,1.4660036724289955,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.15,1.06,1.0363858555980356,1.4648862977554373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.16,1.06,1.0365510292327142,1.4637650886676457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.17,1.06,1.0367157263572957,1.462640089467289,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.18,1.06,1.0368799455952624,1.4615113442089127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.19,1.06,1.0370436855881127,1.460378896705664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.2,1.06,1.0372069449952401,1.4592427905347523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.21,1.06,1.0373697224938165,1.4581030690426586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.22,1.06,1.0375320167786768,1.4569597753501005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.23,1.06,1.0376938265622082,1.4558129523567678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.24,1.06,1.037855150574241,1.4546626427458378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.25,1.06,1.0380159875619426,1.4535088889882797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.2600000000000002,1.06,1.0381763362897134,1.4523517333469576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.27,1.06,1.038336195539086,1.4511912178805417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.2800000000000002,1.06,1.038495564108625,1.4500273844472367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.29,1.06,1.038654440813832,1.4488602747083323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.3000000000000003,1.06,1.0388128244870485,1.4476899301315906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.31,1.06,1.038970713977364,1.4465163919944684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.3200000000000003,1.06,1.0391281081505253,1.4453397013871918,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.33,1.06,1.039285005888846,1.4441598992156817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.34,1.06,1.0394414060911208,1.442977026204341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.35,1.06,1.0395973076725376,1.4417911228987104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.36,1.06,1.039752709564594,1.4406022296679937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.37,1.06,1.0399076107150143,1.4394103867074661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.38,1.06,1.040062010087668,1.4382156340407637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.39,1.06,1.0402159066624899,1.4370180115220643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.4,1.06,1.0403692994354001,1.435817558838162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.41,1.06,1.0405221874182278,1.434614315510442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.42,1.06,1.0406745696386335,1.4334083208967572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.43,1.06,1.0408264451400349,1.4321996141932163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.44,1.06,1.040977812981531,1.4309882344358822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.45,1.06,1.0411286722378306,1.429774220502388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.46,1.06,1.041279021999178,1.4285576111134723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.47,1.06,1.0414288613712832,1.4273384448344402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.48,1.06,1.0415781894752503,1.4261167600765494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.49,1.06,1.041727005447508,1.4248925950983307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.5,1.06,1.0418753084397412,1.4236659880068383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.5100000000000002,1.06,1.0420230976188218,1.4224369767588412,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.52,1.06,1.0421703721667421,1.4212055991619519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.5300000000000002,1.06,1.0423171312805477,1.4199718928756992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.54,1.06,1.0424633741722713,1.4187358954125462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.5500000000000003,1.06,1.0426091000688675,1.4174976441388563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.56,1.06,1.042754308212147,1.41625717627581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.5700000000000003,1.06,1.042898997858714,1.4150145289002738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.58,1.06,1.0430431682799002,1.4137697389456252,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.59,1.06,1.043186818761703,1.4125228432025334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.6,1.06,1.0433299486047225,1.4112738783197014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.61,1.06,1.0434725571240988,1.4100228808045667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.62,1.06,1.0436146436494502,1.4087698870239667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.63,1.06,1.0437562075248117,1.4075149332047683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.64,1.06,1.043897248108574,1.4062580554344646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.65,1.06,1.044037764773423,1.4049992896617385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.66,1.06,1.0441777569062787,1.4037386716969964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.67,1.06,1.0443172239082363,1.4024762372128745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.68,1.06,1.0444561651945057,1.4012120217447144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.69,1.06,1.0445945801943524,1.399946060691017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.7,1.06,1.0447324683510386,1.3986783893138666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.71,1.06,1.0448698291217642,1.3974090427393357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.72,1.06,1.0450066619776082,1.3961380559578653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.73,1.06,1.0451429664034708,1.3948654638246234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.74,1.06,1.0452787418980152,1.393591301059845,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.75,1.06,1.04541398797361,1.3923156022491525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.7600000000000002,1.06,1.045548704156271,1.3910384018438562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.77,1.06,1.045682889985605,1.3897597341612398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.7800000000000002,1.06,1.0458165450147514,1.3884796333848282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.79,1.06,1.0459496688103262,1.3871981335646404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.8000000000000003,1.06,1.046082260952365,1.3859152686174274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.81,1.06,1.0462143210342658,1.3846310723268962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.8200000000000003,1.06,1.0463458486627335,1.383345578343921,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.83,1.06,1.0464768434577227,1.382058820186742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.84,1.06,1.0466073050523823,1.380770831241151,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.85,1.06,1.046737233092999,1.379481644760669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.86,1.06,1.0468666272389417,1.3781912938667096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.87,1.06,1.046995487162606,1.3768998115487352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.88,1.06,1.0471238125493576,1.3756072306644032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.89,1.06,1.0472516030974781,1.3743135839397025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.9,1.06,1.047378858518109,1.3730189039690832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.91,1.06,1.047505578535196,1.371723223215578,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.92,1.06,1.0476317628854346,1.3704265740109147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.93,1.06,1.0477574113182142,1.3691289885556253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.94,1.06,1.0478825235955642,1.3678304989191445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.95,1.06,1.0480070994920978,1.366531137039907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.96,1.06,1.0481311387949581,1.365230934725434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.97,1.06,1.0482546413037632,1.363929923652419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.98,1.06,1.048377606830551,1.3626281353668053,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3.99,1.06,1.0485000351997256,1.361325601283862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.0,1.06,1.0486219262480014,1.360022352688253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.01,1.06,1.04874327982435,1.3587184207341034,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.0200000000000005,1.06,1.0488640957899449,1.3574138364450632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.03,1.06,1.0489843740181077,1.3561086307143662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.04,1.06,1.0491041143942534,1.3548028343048857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.05,1.06,1.0492233168158365,1.3534964778491894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.0600000000000005,1.06,1.0493419811922964,1.3521895918495899,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.07,1.06,1.049460107445004,1.3508822066781925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.08,1.06,1.0495776955072071,1.349574352576944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.09,1.06,1.0496947453239767,1.3482660596576752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.1,1.06,1.0498112568521525,1.3469573579021454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.11,1.06,1.0499272300602895,1.345648277162084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.12,1.06,1.050042664928604,1.3443388471592295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.13,1.06,1.05015756144892,1.3430290974853711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.14,1.06,1.0502719196246146,1.3417190576023847,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.15,1.06,1.0503857394705653,1.3404087568422718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.16,1.06,1.050499021013096,1.3390982244071954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.17,1.06,1.0506117642899224,1.3377874893695179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.18,1.06,1.0507239693500998,1.3364765806718346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.19,1.06,1.0508356362539688,1.3351655271270122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.2,1.06,1.0509467650731015,1.3338543574182224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.21,1.06,1.0510573558902485,1.3325431000989791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.22,1.06,1.0511674087992853,1.3312317835931728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.23,1.06,1.0512769239051587,1.3299204361951085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.24,1.06,1.0513859013238336,1.3286090860695396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.25,1.06,1.0514943411822393,1.3272977612517076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.26,1.06,1.0516022436182166,1.3259864896473774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.2700000000000005,1.06,1.0517096087804647,1.3246752990328763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.28,1.06,1.0518164368284868,1.3233642170551319,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.29,1.06,1.051922727932538,1.3220532712317126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.3,1.06,1.0520284822735722,1.3207424889508672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.3100000000000005,1.06,1.0521337000431878,1.3194318974715669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.32,1.06,1.0522383814435758,1.3181215239235464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.33,1.06,1.0523425266874662,1.3168113953073484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.34,1.06,1.0524461359980746,1.3155015384943674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.3500000000000005,1.06,1.0525492096090499,1.3141919802268953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.36,1.06,1.0526517477644208,1.3128827471181688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.37,1.06,1.0527537507185434,1.3115738656524172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.38,1.06,1.0528552187360476,1.3102653621849114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.39,1.06,1.0529561520917847,1.3089572629420159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.4,1.06,1.0530565510707746,1.3076495940212396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.41,1.06,1.0531564159681528,1.306342381391291,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.42,1.06,1.0532557470891177,1.3050356508921324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.43,1.06,1.0533545447488784,1.303729428235037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.44,1.06,1.0534528092726008,1.3024237390026474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.45,1.06,1.053550540995356,1.301118608649035,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.46,1.06,1.0536477402620676,1.2998140624997623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.47,1.06,1.053744407427459,1.2985101257519456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.48,1.06,1.0538405428560005,1.2972068234743201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.49,1.06,1.0539361469218576,1.2959041806073068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.5,1.06,1.0540312200088378,1.2946022219630802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.51,1.06,1.0541257625103388,1.2933009722256383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.5200000000000005,1.06,1.0542197748292959,1.2920004559508762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.53,1.06,1.0543132573781295,1.2907006975666575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.54,1.06,1.054406210578693,1.2894017213728912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.55,1.06,1.0544986348622212,1.2881035515416088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.5600000000000005,1.06,1.0545905306692769,1.2868062121170434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.57,1.06,1.0546818984496995,1.2855097270157105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.58,1.06,1.0547727386625534,1.284214120026491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.59,1.06,1.0548630517760749,1.282919414810716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4.6000000000000005,1.06,1.0549528382676205,1.2816256349022535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
