time,GRID1:omega,GEN1:Vt,GEN1:Vfd,GEN1:Id,GEN1:Iq,GEN1:Vd,GEN1:Vq,GEN1:P,GEN1:Q,GRID1:delta,GEN1:delta,GEN1:omega
3.75,1.0000000016905692,1.033675229362891,2.049421906031361,0.2985552134329445,0.062207838740730964,0.18983188213271426,1.0160946492942362,0.1198843501751255,0.29155132377655224,-0.012047915530816414,0.18682938337692379,0.9999378427217127
3.7600000000000002,1.0000000016633943,1.0337576763104808,2.0496012731360036,0.29914947444314754,0.06214599125757281,0.18965284589629575,1.0162119519934218,0.11988804826094832,0.2922131072586322,-0.01204791029089949,0.18663443977604346,0.9999379835385112
3.77,1.0000000016363417,1.0338398030750362,2.049775180105438,0.29974149933835986,0.06208500662251195,0.189474110023027,1.0163288346067976,0.11989203625131635,0.2928724273302753,-0.012047905136029474,0.18643992930866232,0.9999381205225064
3.7800000000000002,1.0000000016094226,1.0339216100090034,2.049943662168757,0.30033128158313765,0.06202483297546271,0.1892956694628994,1.0164452986591077,0.11989626088595606,0.29352928692403024,-0.012047900065792701,0.18624583939690278,0.9999382535131706
3.79,1.0000000015826451,1.034003097461476,2.05010675439037,0.30091881454733765,0.0619654179488773,0.18911751873930419,1.016561345746441,0.11990066820901671,0.2941836889865297,-0.01204789507974947,0.18605215708054634,0.999938382397045
3.8000000000000003,1.000000001556015,1.0340842657769325,2.0502644916833903,0.30150409157836033,0.06190670912569057,0.1889396520344958,1.0166769775186715,0.11990520407182681,0.2948356364545914,-0.012047890177440429,0.1858588691653568,0.999938507107496
3.81,1.0000000015295356,1.0341651152941091,2.050416908822919,0.3020871060721094,0.06184865448627813,0.18876206327573944,1.0167921956620063,0.11990981462501207,0.2954851322325833,-0.012047885358395528,0.18566596236952274,0.9999386276240547
3.8200000000000003,1.000000001503207,1.034245646345014,2.050564040459113,0.3026678515420045,0.061791202840630645,0.18858474622134175,1.0169070018818083,0.11991444679574403,0.29613217917117624,-0.012047880622141812,0.18547342346694654,0.9999387439713583
3.83,1.000000001477027,1.0343258592540883,2.0507059211299214,0.3032463216855155,0.061734304242253325,0.18840769454579948,1.0170213978858285,0.11991904874622737,0.29677678004766667,-0.012047875968211792,0.18528123942617114,0.9999388562177105
3.84,1.0000000014509909,1.0344057543375156,2.0508425852733914,0.30382251044765257,0.061677910380486534,0.18823090192331576,1.017135385367995,0.1199235703097165,0.2974189375479803,-0.012047871396150881,0.18508939754379533,0.9999389644732855
3.85,1.0000000014250914,1.0344853319026834,2.050974067239436,0.3043964120809379,0.06162197494827641,0.1880543621089772,1.0172489659928836,0.11992796340071568,0.2980586542504843,-0.012047866905526701,0.18489788557132086,0.999939068887998
3.86,1.0000000013993193,1.034564592247799,2.0511004013009795,0.30496802120138317,0.06156645398266899,0.1878780690169146,1.0173621413809981,0.11993218239626814,0.2986959326116822,-0.012047862495935356,0.18470669183444366,0.9999391696490703
3.87,1.0000000013736632,1.0346435356616472,2.051221621664394,0.30553733284012846,0.06151130617562888,0.187702016794817,1.017474913094958,0.11993618448560672,0.29933077495392596,-0.012047858167007364,0.18451580534390902,0.9999392669783215
3.88,1.0000000013481096,1.034722162423507,2.0513377624791422,0.30610434249030616,0.06145649315316554,0.1875261998942264,1.0175872826267087,0.11993992998582453,0.29996318345510736,-0.012047853918413936,0.18432521589713946,0.999939361129214
3.89,1.0000000013226436,1.0348004728032045,2.0514488578465904,0.3066690461489182,0.0614019797209878,0.1873506131360756,1.0176992513858267,0.11994338262151229,0.30059316014046367,-0.012047849749872786,0.18413491416994665,0.999939452383688
3.9,1.000000001297248,1.0348784670613105,2.051554941827889,0.3072314403534085,0.06134773407533079,0.1871752517710018,1.017810820689007,0.11994650976674015,0.30122070687643787,-0.0120478456611536,0.1839448917977529,0.9999395410488178
3.91,1.0000000012719052,1.0349561454494693,2.0516560484509196,0.30779152221278955,0.06129372797791182,0.18700011153402096,1.0179219917507858,0.1199492826481246,0.3018458253666435,-0.012047841652082681,0.18375514144584676,0.9999396274533254
3.92,1.0000000012465957,1.0350335082108555,2.0517522117162423,0.30834928943315437,0.0612399368943192,0.18682518869320813,1.0180327656755543,0.11995167650808591,0.30246851714988476,-0.012047837722545628,0.18356565686831644,0.999939711943986
